country,year,month,pathogen,positive.ages.0.23,positive.ages.24.59
Kenya,2010,9,Rotavirus,8,0
Kenya,2010,10,Rotavirus,4.222222,0
Kenya,2010,11,Rotavirus,1,0
Kenya,2010,12,Rotavirus,9.888889,1
Kenya,2011,1,Rotavirus,12.51111,1
Kenya,2008,1,Norovirus GI,0,0
Kenya,2008,2,Norovirus GI,6.895833,0
Kenya,2008,3,Norovirus GI,2.0625,1.333333
Kenya,2008,4,Norovirus GI,1.5,0
Kenya,2008,5,Norovirus GI,1.210526,0
Kenya,2008,6,Norovirus GI,1.25,0
Kenya,2008,7,Norovirus GI,2.386364,1.25
Kenya,2008,8,Norovirus GI,2.928571,0
Kenya,2008,9,Norovirus GI,2.97619,1.142857
Kenya,2008,10,Norovirus GI,0,0
Kenya,2008,11,Norovirus GI,0,0
Kenya,2008,12,Norovirus GI,0,0
Kenya,2009,1,Norovirus GI,4.157143,1.25
Kenya,2009,2,Norovirus GI,0,0
Kenya,2009,3,Norovirus GI,0,1.4
Kenya,2009,4,Norovirus GI,0,0
Kenya,2009,5,Norovirus GI,0,0
Kenya,2009,6,Norovirus GI,0,0
Kenya,2009,7,Norovirus GI,0,0
Kenya,2009,8,Norovirus GI,0,0
Kenya,2009,9,Norovirus GI,1.8,1
Kenya,2009,10,Norovirus GI,1.166667,0
Kenya,2009,11,Norovirus GI,0,0
Kenya,2009,12,Norovirus GI,0,0
Kenya,2010,1,Norovirus GI,1.545455,1.428571
Kenya,2010,2,Norovirus GI,1.1,0
Kenya,2010,3,Norovirus GI,0,0
Kenya,2010,4,Norovirus GI,0,0
Kenya,2010,5,Norovirus GI,3.2,0
Kenya,2010,6,Norovirus GI,1,0
Kenya,2010,7,Norovirus GI,0,0
Kenya,2010,8,Norovirus GI,3.266667,1.333333
Kenya,2010,9,Norovirus GI,0,0
Kenya,2010,10,Norovirus GI,1.222222,0
Kenya,2010,11,Norovirus GI,4.1,0
Kenya,2010,12,Norovirus GI,0,0
Kenya,2011,1,Norovirus GI,4.644444,0
Kenya,2008,1,Norovirus GII,0,0
Kenya,2008,2,Norovirus GII,11.28571,1.375
Kenya,2008,3,Norovirus GII,5.375,0
Kenya,2008,4,Norovirus GII,0,0
Kenya,2008,5,Norovirus GII,1.25,0
Kenya,2008,6,Norovirus GII,7.885714,0
Kenya,2008,7,Norovirus GII,2.3,1.25
Kenya,2008,8,Norovirus GII,2.904762,0
Kenya,2008,9,Norovirus GII,2.5,0
Kenya,2008,10,Norovirus GII,1.4,1
Kenya,2008,11,Norovirus GII,2.545455,0
Kenya,2008,12,Norovirus GII,1.375,0
Kenya,2009,1,Norovirus GII,3.157143,0
Kenya,2009,2,Norovirus GII,3.666667,0
Kenya,2009,3,Norovirus GII,1.5,0
Kenya,2009,4,Norovirus GII,0,0
Kenya,2009,5,Norovirus GII,0,0
Kenya,2009,6,Norovirus GII,2.8,0
Kenya,2009,7,Norovirus GII,0,0
Kenya,2009,8,Norovirus GII,6.214286,1.2
Kenya,2009,9,Norovirus GII,0,0
Kenya,2009,10,Norovirus GII,3.5,0
Kenya,2009,11,Norovirus GII,0,0
Kenya,2009,12,Norovirus GII,0,0
Kenya,2010,1,Norovirus GII,11.15682,0
Kenya,2010,2,Norovirus GII,4.3,0
Kenya,2010,3,Norovirus GII,0,0
Kenya,2010,4,Norovirus GII,0,1
Kenya,2010,5,Norovirus GII,0,0
Kenya,2010,6,Norovirus GII,0,0
Kenya,2010,7,Norovirus GII,0,0
Kenya,2010,8,Norovirus GII,6.880303,0
Kenya,2010,9,Norovirus GII,1.333333,0
Kenya,2010,10,Norovirus GII,0,0
Kenya,2010,11,Norovirus GII,0,0
Kenya,2010,12,Norovirus GII,2.888889,0
Kenya,2011,1,Norovirus GII,1.222222,0
Kenya,2008,1,Adenovirus 40/41,0,0
Kenya,2008,2,Adenovirus 40/41,0,0
Kenya,2008,3,Adenovirus 40/41,2.0625,0
Kenya,2008,4,Adenovirus 40/41,2.916667,0
Kenya,2008,5,Adenovirus 40/41,1.210526,0
Kenya,2008,6,Adenovirus 40/41,0,0
Kenya,2008,7,Adenovirus 40/41,0,0
Kenya,2008,8,Adenovirus 40/41,0,0
Kenya,2008,9,Adenovirus 40/41,1.833333,0
Kenya,2008,10,Adenovirus 40/41,1.4,0
Kenya,2008,11,Adenovirus 40/41,0,0
Kenya,2008,12,Adenovirus 40/41,0,0
Kenya,2009,1,Adenovirus 40/41,0,1.25
Kenya,2009,2,Adenovirus 40/41,1.666667,0
Kenya,2009,3,Adenovirus 40/41,0,0
Kenya,2009,4,Adenovirus 40/41,0,0
Kenya,2009,5,Adenovirus 40/41,1.5,1.5
Kenya,2009,6,Adenovirus 40/41,2.5,0
Kenya,2009,7,Adenovirus 40/41,2.666667,2
Kenya,2009,8,Adenovirus 40/41,1.571429,0
Kenya,2009,9,Adenovirus 40/41,0,0
Kenya,2009,10,Adenovirus 40/41,2.25,0
Kenya,2009,11,Adenovirus 40/41,1.2,0
Kenya,2009,12,Adenovirus 40/41,0,0
Kenya,2010,1,Adenovirus 40/41,1,0
Kenya,2010,2,Adenovirus 40/41,1.7,0
Kenya,2010,3,Adenovirus 40/41,4.181818,0
Kenya,2010,4,Adenovirus 40/41,0,0
Kenya,2010,5,Adenovirus 40/41,1.111111,0
Kenya,2010,6,Adenovirus 40/41,2,0
Kenya,2010,7,Adenovirus 40/41,2,0
Kenya,2010,8,Adenovirus 40/41,3.333333,0
Kenya,2010,9,Adenovirus 40/41,0,0
Kenya,2010,10,Adenovirus 40/41,0,0
Kenya,2010,11,Adenovirus 40/41,0,0
Kenya,2010,12,Adenovirus 40/41,0,0
Kenya,2011,1,Adenovirus 40/41,2.222222,0
India,2007,12,all MSD,56.18182,15
India,2008,1,all MSD,50.50909,13
India,2008,2,all MSD,33.80909,9
India,2008,3,all MSD,24.25,8.333333
India,2008,4,all MSD,25.25,11.41667
India,2008,5,all MSD,32,9.25
India,2008,6,all MSD,33.88889,6
India,2008,7,all MSD,43.68611,13.66667
India,2008,8,all MSD,53.99643,11.13333
India,2008,9,all MSD,41.81746,14.2
India,2008,10,all MSD,51.61111,17
India,2008,11,all MSD,74,24
India,2008,12,all MSD,81.1,24
India,2009,1,all MSD,78.06667,20.66667
India,2009,2,all MSD,64.52222,18.83333
India,2009,3,all MSD,54.6127,12.9
India,2009,4,all MSD,49.19841,18.6
India,2009,5,all MSD,53.19091,16
India,2009,6,all MSD,49.30909,11
India,2009,7,all MSD,45.475,12.42857
India,2009,8,all MSD,53.19167,17.57143
India,2009,9,all MSD,48.33333,3
India,2009,10,all MSD,44,10
India,2009,11,all MSD,61.58333,8
India,2009,12,all MSD,56.30556,8
India,2010,1,all MSD,56.11111,8
India,2010,2,all MSD,45.42857,6
India,2010,3,all MSD,45.34921,10
India,2010,4,all MSD,42.22222,18
India,2010,5,all MSD,43.33333,9
India,2010,6,all MSD,44.66667,11
India,2010,7,all MSD,56.625,7
India,2010,8,all MSD,62.375,9
India,2010,9,all MSD,57,14
India,2010,10,all MSD,68,10
India,2010,11,all MSD,58.06667,9
India,2010,12,all MSD,4.933333,0
India,2007,12,Aeromonas,1.363636,0
India,2008,1,Aeromonas,0,0
India,2008,2,Aeromonas,0,0
India,2008,3,Aeromonas,0,0
India,2008,4,Aeromonas,1.5,0
India,2008,5,Aeromonas,0,0
India,2008,6,Aeromonas,0,0
India,2008,7,Aeromonas,1.222222,0
India,2008,8,Aeromonas,0,0
India,2008,9,Aeromonas,0,0
India,2008,10,Aeromonas,0,0
India,2008,11,Aeromonas,0,0
India,2008,12,Aeromonas,0,0
India,2009,1,Aeromonas,0,0
India,2009,2,Aeromonas,1.555556,0
India,2009,3,Aeromonas,1.444444,0
India,2009,4,Aeromonas,0,2.6
India,2009,5,Aeromonas,0,0
India,2009,6,Aeromonas,1.285714,0
India,2009,7,Aeromonas,1,0
India,2009,8,Aeromonas,0,0
India,2009,9,Aeromonas,0,0
India,2009,10,Aeromonas,0,0
India,2009,11,Aeromonas,0,0
India,2009,12,Aeromonas,0,0
India,2010,1,Aeromonas,1.555556,0
India,2010,2,Aeromonas,0,0
India,2010,3,Aeromonas,0,0
India,2010,4,Aeromonas,0,0
India,2010,5,Aeromonas,0,0
India,2010,6,Aeromonas,0,0
India,2010,7,Aeromonas,0,0
India,2010,8,Aeromonas,0,0
India,2010,9,Aeromonas,0,0
India,2010,10,Aeromonas,0,0
India,2010,11,Aeromonas,0,0
India,2010,12,Aeromonas,0,0
India,2007,12,C coli or jejuni,0,3.5
India,2008,1,C coli or jejuni,1.071429,2.8
India,2008,2,C coli or jejuni,2.272727,1.5
India,2008,3,C coli or jejuni,1.25,0
India,2008,4,C coli or jejuni,1.2,0
India,2008,5,C coli or jejuni,2.642857,0
India,2008,6,C coli or jejuni,5.507937,0
India,2008,7,C coli or jejuni,9.841667,0
India,2008,8,C coli or jejuni,6.125397,1
India,2008,9,C coli or jejuni,10.35238,2.733333
India,2008,10,C coli or jejuni,2.55,5
India,2008,11,C coli or jejuni,12.4,3
India,2008,12,C coli or jejuni,10.52381,3
India,2009,1,C coli or jejuni,1.666667,4
India,2009,2,C coli or jejuni,5.222222,4
India,2009,3,C coli or jejuni,10.98413,1.375
India,2009,4,C coli or jejuni,5,2.542857
India,2009,5,C coli or jejuni,6.68961,4.666667
India,2009,6,C coli or jejuni,10.05022,6.5
India,2009,7,C coli or jejuni,14.35,4.333333
India,2009,8,C coli or jejuni,13.63175,3.685714
India,2009,9,C coli or jejuni,11.16667,1
India,2009,10,C coli or jejuni,8.267857,3.166667
India,2009,11,C coli or jejuni,1.444444,0
India,2009,12,C coli or jejuni,4.333333,1.333333
India,2010,1,C coli or jejuni,11.33333,1.25
India,2010,2,C coli or jejuni,8.970635,0
India,2010,3,C coli or jejuni,7.396825,0
India,2010,4,C coli or jejuni,4.444444,1
India,2010,5,C coli or jejuni,2.125,1.2
India,2010,6,C coli or jejuni,12.11111,2.5
India,2010,7,C coli or jejuni,13.29444,1
India,2010,8,C coli or jejuni,11.1746,0
India,2010,9,C coli or jejuni,7.111111,2.5
India,2010,10,C coli or jejuni,6.111111,0
India,2010,11,C coli or jejuni,7.222222,1
India,2010,12,C coli or jejuni,0,0
India,2007,12,Shigella,5.104762,0
India,2008,1,Shigella,7.181818,1.8
India,2008,2,Shigella,0,0
India,2008,3,Shigella,4,1.333333
India,2008,4,Shigella,1.2,3.833333
India,2008,5,Shigella,5.642857,6.333333
India,2008,6,Shigella,1.222222,1.666667
India,2008,7,Shigella,1.222222,2.333333
India,2008,8,Shigella,1.3,1
India,2008,9,Shigella,2.785714,2.733333
India,2008,10,Shigella,0,0
India,2008,11,Shigella,3.955556,3
India,2008,12,Shigella,4.825397,7
India,2009,1,Shigella,1.875,0
India,2009,2,Shigella,0,1.333333
India,2009,3,Shigella,1.8,0
India,2009,4,Shigella,1.714286,0
India,2009,5,Shigella,4.714286,0
India,2009,6,Shigella,1.545455,3.5
India,2009,7,Shigella,3.6,1.166667
India,2009,8,Shigella,2.888889,1.4
India,2009,9,Shigella,2.333333,0
India,2009,10,Shigella,2.267857,1.166667
India,2009,11,Shigella,1.888889,0
India,2009,12,Shigella,2.694444,2.666667
India,2010,1,Shigella,1.222222,2.25
India,2010,2,Shigella,0,0
India,2010,3,Shigella,1.111111,0
India,2010,4,Shigella,2.555556,3.4
India,2010,5,Shigella,1.125,3.6
India,2010,6,Shigella,0,1
India,2010,7,Shigella,4.347222,0
India,2010,8,Shigella,0,1
India,2010,9,Shigella,2.365079,1
India,2010,10,Shigella,0,1.333333
India,2010,11,Shigella,1.666667,0
India,2010,12,Shigella,0,0
India,2007,12,V cholerae,1.333333,3.5
India,2008,1,V cholerae,0,0
India,2008,2,V cholerae,2,0
India,2008,3,V cholerae,0,0
India,2008,4,V cholerae,1,0
India,2008,5,V cholerae,0,0
India,2008,6,V cholerae,0,0
India,2008,7,V cholerae,3.666667,0
India,2008,8,V cholerae,1.285714,0
India,2008,9,V cholerae,2.785714,0
India,2008,10,V cholerae,1.25,7.75
India,2008,11,V cholerae,2,1.5
India,2008,12,V cholerae,0,0
India,2009,1,V cholerae,0,1.333333
India,2009,2,V cholerae,0,1.375
India,2009,3,V cholerae,3.492063,0
India,2009,4,V cholerae,6.059524,3.685714
India,2009,5,V cholerae,7.233766,4.666667
India,2009,6,V cholerae,6.164502,2
India,2009,7,V cholerae,3.575,6.97619
India,2009,8,V cholerae,1.714286,3
India,2009,9,V cholerae,2.333333,0
India,2009,10,V cholerae,0,0
India,2009,11,V cholerae,0,0
India,2009,12,V cholerae,0,0
India,2010,1,V cholerae,1.222222,0
India,2010,2,V cholerae,0,0
India,2010,3,V cholerae,2.111111,1
India,2010,4,V cholerae,3.444444,2
India,2010,5,V cholerae,1,0
India,2010,6,V cholerae,1.333333,2.5
India,2010,7,V cholerae,2.125,0
India,2010,8,V cholerae,0,1
India,2010,9,V cholerae,0,0
India,2010,10,V cholerae,3.666667,1
India,2010,11,V cholerae,0,0
India,2010,12,V cholerae,1.2,0
India,2007,12,ETEC ST,1.2,0
India,2008,1,ETEC ST,0,0
India,2008,2,ETEC ST,1.090909,0
India,2008,3,ETEC ST,2.25,1.333333
India,2008,4,ETEC ST,0,3.75
India,2008,5,ETEC ST,3,0
India,2008,6,ETEC ST,3.904762,0
India,2008,7,ETEC ST,7,3.333333
India,2008,8,ETEC ST,7.94881,0
India,2008,9,ETEC ST,1.285714,3
India,2008,10,ETEC ST,5.407143,1.75
India,2008,11,ETEC ST,2.4,0
India,2008,12,ETEC ST,7.206349,0
India,2009,1,ETEC ST,3.541667,0
India,2009,2,ETEC ST,0,0
India,2009,3,ETEC ST,3.15873,2.625
India,2009,4,ETEC ST,1.166667,3.685714
India,2009,5,ETEC ST,6.63961,0
India,2009,6,ETEC ST,7.057576,3
India,2009,7,ETEC ST,2.8,1
India,2009,8,ETEC ST,3,0
India,2009,9,ETEC ST,5.777778,0
India,2009,10,ETEC ST,2.125,2.333333
India,2009,11,ETEC ST,1.333333,0
India,2009,12,ETEC ST,1.25,2
India,2010,1,ETEC ST,0,0
India,2010,2,ETEC ST,1.142857,1.5
India,2010,3,ETEC ST,4.253968,2
India,2010,4,ETEC ST,4.222222,1
India,2010,5,ETEC ST,3.777778,1
India,2010,6,ETEC ST,0,0
India,2010,7,ETEC ST,4.822222,0
India,2010,8,ETEC ST,1,1
India,2010,9,ETEC ST,2.777778,0
India,2010,10,ETEC ST,2.444444,1
India,2010,11,ETEC ST,1.666667,0
India,2010,12,ETEC ST,0,0
India,2007,12,tEPEC,5.268398,1.75
India,2008,1,tEPEC,4.963636,0
India,2008,2,tEPEC,1.125,0
India,2008,3,tEPEC,1.25,0
India,2008,4,tEPEC,0,0
India,2008,5,tEPEC,3.142857,0
India,2008,6,tEPEC,0,0
India,2008,7,tEPEC,0,0
India,2008,8,tEPEC,5.095238,0
India,2008,9,tEPEC,2.722222,0
India,2008,10,tEPEC,0,0
India,2008,11,tEPEC,0,1.5
India,2008,12,tEPEC,2.142857,0
India,2009,1,tEPEC,1.5,0
India,2009,2,tEPEC,1.8,0
India,2009,3,tEPEC,3.15873,0
India,2009,4,tEPEC,0,0
India,2009,5,tEPEC,0,1.666667
India,2009,6,tEPEC,1.666667,0
India,2009,7,tEPEC,0,0
India,2009,8,tEPEC,1.714286,0
India,2009,9,tEPEC,2.444444,0
India,2009,10,tEPEC,4.142857,0
India,2009,11,tEPEC,1.888889,0
India,2009,12,tEPEC,0,0
India,2010,1,tEPEC,0,0
India,2010,2,tEPEC,0,0
India,2010,3,tEPEC,4.666667,0
India,2010,4,tEPEC,0,1.2
India,2010,5,tEPEC,0,0
India,2010,6,tEPEC,1.333333,1
India,2010,7,tEPEC,1.8,0
India,2010,8,tEPEC,2.555556,1
India,2010,9,tEPEC,1.222222,0
India,2010,10,tEPEC,1.444444,0
India,2010,11,tEPEC,0,0
India,2010,12,tEPEC,0,0
India,2007,12,EAEC,4.945455,1.75
India,2008,1,EAEC,5.577922,2.8
India,2008,2,EAEC,8.636364,1
India,2008,3,EAEC,3.45,0
India,2008,4,EAEC,4.2,1.25
India,2008,5,EAEC,2.333333,0
India,2008,6,EAEC,7.650794,1
India,2008,7,EAEC,6.827778,2.333333
India,2008,8,EAEC,14.16905,4.333333
India,2008,9,EAEC,12.71905,2.733333
India,2008,10,EAEC,9.300794,6.75
India,2008,11,EAEC,15.68889,3
India,2008,12,EAEC,11.43175,2.8
India,2009,1,EAEC,23.525,1.333333
India,2009,2,EAEC,19.72222,0
India,2009,3,EAEC,6.777778,3.825
India,2009,4,EAEC,10.35714,2.342857
India,2009,5,EAEC,8.533766,0
India,2009,6,EAEC,10.56234,1
India,2009,7,EAEC,9.35,2.309524
India,2009,8,EAEC,8.028571,1.4
India,2009,9,EAEC,15.33333,0
India,2009,10,EAEC,7.688312,0
India,2009,11,EAEC,12.66667,0
India,2009,12,EAEC,7.555556,0
India,2010,1,EAEC,9.666667,1.25
India,2010,2,EAEC,7.827778,0
India,2010,3,EAEC,3.666667,0
India,2010,4,EAEC,7.333333,1.2
India,2010,5,EAEC,1.111111,0
India,2010,6,EAEC,5.666667,1.25
India,2010,7,EAEC,1.125,0
India,2010,8,EAEC,12.7123,0
India,2010,9,EAEC,7.444444,0
India,2010,10,EAEC,2.888889,2
India,2010,11,EAEC,4.111111,1
India,2010,12,EAEC,0,0
India,2007,12,Cryptosporidium,2,1.75
India,2008,1,Cryptosporidium,3.653247,1
India,2008,2,Cryptosporidium,1,2.5
India,2008,3,Cryptosporidium,4,1.5
India,2008,4,Cryptosporidium,2.4,0
India,2008,5,Cryptosporidium,2,1.666667
India,2008,6,Cryptosporidium,1.285714,1
India,2008,7,Cryptosporidium,3.725,0
India,2008,8,Cryptosporidium,9.836111,0
India,2008,9,Cryptosporidium,5.288889,0
India,2008,10,Cryptosporidium,8.260714,0
India,2008,11,Cryptosporidium,2.4,4.5
India,2008,12,Cryptosporidium,7.539683,5.8
India,2009,1,Cryptosporidium,0,0
India,2009,2,Cryptosporidium,8.888889,1.333333
India,2009,3,Cryptosporidium,8.244444,2.575
India,2009,4,Cryptosporidium,1.777778,2.342857
India,2009,5,Cryptosporidium,3.522727,3.333333
India,2009,6,Cryptosporidium,3.090909,0
India,2009,7,Cryptosporidium,2.6,1.142857
India,2009,8,Cryptosporidium,29.06905,2.9
India,2009,9,Cryptosporidium,14.16667,0
India,2009,10,Cryptosporidium,20.83766,2
India,2009,11,Cryptosporidium,9.666667,2
India,2009,12,Cryptosporidium,19.08333,0
India,2010,1,Cryptosporidium,25.33333,0
India,2010,2,Cryptosporidium,20.61746,0
India,2010,3,Cryptosporidium,10.80952,3.5
India,2010,4,Cryptosporidium,6.111111,2.4
India,2010,5,Cryptosporidium,9.708333,0
India,2010,6,Cryptosporidium,1.333333,2.5
India,2010,7,Cryptosporidium,0,0
India,2010,8,Cryptosporidium,11.45833,2.333333
India,2010,9,Cryptosporidium,22.1746,3.75
India,2010,10,Cryptosporidium,18,2
India,2010,11,Cryptosporidium,26.66667,1
India,2010,12,Cryptosporidium,0,0
India,2007,12,Rotavirus,28.39394,9.75
India,2008,1,Rotavirus,32.87922,4.6
India,2008,2,Rotavirus,18.39318,4.5
India,2008,3,Rotavirus,5.65,2.833333
India,2008,4,Rotavirus,3.9,0
India,2008,5,Rotavirus,8.285714,0
India,2008,6,Rotavirus,6.857143,0
India,2008,7,Rotavirus,13.625,0
India,2008,8,Rotavirus,20.21627,0
India,2008,9,Rotavirus,15.02222,0
India,2008,10,Rotavirus,22.45317,0
India,2008,11,Rotavirus,19.95556,4.5
India,2008,12,Rotavirus,32.8746,8.4
India,2009,1,Rotavirus,41.29167,5.333333
India,2009,2,Rotavirus,25.61111,1.375
India,2009,3,Rotavirus,9.603175,1.375
India,2009,4,Rotavirus,5.035714,1.2
India,2009,5,Rotavirus,4.85,1.5
India,2009,6,Rotavirus,5.416883,1
India,2009,7,Rotavirus,0,0
India,2009,8,Rotavirus,9.039286,0
India,2009,9,Rotavirus,13.33333,0
India,2009,10,Rotavirus,10.08117,2.333333
India,2009,11,Rotavirus,23.91667,2
India,2009,12,Rotavirus,24.13889,1.333333
India,2010,1,Rotavirus,22.77778,3.5
India,2010,2,Rotavirus,15.91071,1.5
India,2010,3,Rotavirus,5.920635,0
India,2010,4,Rotavirus,3.666667,0
India,2010,5,Rotavirus,1.111111,0
India,2010,6,Rotavirus,5,1
India,2010,7,Rotavirus,4.05,0
India,2010,8,Rotavirus,15.10913,2.333333
India,2010,9,Rotavirus,19.84127,2.25
India,2010,10,Rotavirus,19.44444,3.333333
India,2010,11,Rotavirus,11.44444,2.5
India,2010,12,Rotavirus,2.4,0
India,2007,12,Norovirus GI,0,3.5
India,2008,1,Norovirus GI,0,0
India,2008,2,Norovirus GI,1,0
India,2008,3,Norovirus GI,0,0
India,2008,4,Norovirus GI,0,0
India,2008,5,Norovirus GI,1.166667,1.666667
India,2008,6,Norovirus GI,1.333333,0
India,2008,7,Norovirus GI,1.3,0
India,2008,8,Norovirus GI,0,0
India,2008,9,Norovirus GI,0,0
India,2008,10,Norovirus GI,0,0
India,2008,11,Norovirus GI,0,0
India,2008,12,Norovirus GI,0,0
India,2009,1,Norovirus GI,2,0
India,2009,2,Norovirus GI,0,0
India,2009,3,Norovirus GI,0,0
India,2009,4,Norovirus GI,1.777778,0
India,2009,5,Norovirus GI,2.25,0
India,2009,6,Norovirus GI,1.3,0
India,2009,7,Norovirus GI,0,0
India,2009,8,Norovirus GI,0,0
India,2009,9,Norovirus GI,0,0
India,2009,10,Norovirus GI,0,0
India,2009,11,Norovirus GI,0,0
India,2009,12,Norovirus GI,0,0
India,2010,1,Norovirus GI,1.555556,0
India,2010,2,Norovirus GI,0,0
India,2010,3,Norovirus GI,1.142857,0
India,2010,4,Norovirus GI,1,0
India,2010,5,Norovirus GI,1,0
India,2010,6,Norovirus GI,0,0
India,2010,7,Norovirus GI,0,1
India,2010,8,Norovirus GI,0,0
India,2010,9,Norovirus GI,0,0
India,2010,10,Norovirus GI,0,0
India,2010,11,Norovirus GI,0,0
India,2010,12,Norovirus GI,0,0
India,2007,12,Norovirus GII,0,0
India,2008,1,Norovirus GII,3.435065,0
India,2008,2,Norovirus GII,3.181818,0
India,2008,3,Norovirus GII,2.25,0
India,2008,4,Norovirus GII,0,0
India,2008,5,Norovirus GII,6.142857,0
India,2008,6,Norovirus GII,2.571429,0
India,2008,7,Norovirus GII,5.625,0
India,2008,8,Norovirus GII,3.869444,0
India,2008,9,Norovirus GII,5.374603,0
India,2008,10,Norovirus GII,10.70079,0
India,2008,11,Norovirus GII,11.68889,1.5
India,2008,12,Norovirus GII,12.63492,0
India,2009,1,Norovirus GII,6.7,1.333333
India,2009,2,Norovirus GII,2.111111,0
India,2009,3,Norovirus GII,1.444444,0
India,2009,4,Norovirus GII,6.892857,0
India,2009,5,Norovirus GII,3.522727,0
India,2009,6,Norovirus GII,1,1
India,2009,7,Norovirus GII,4.775,0
India,2009,8,Norovirus GII,3.15873,0
India,2009,9,Norovirus GII,0,0
India,2009,10,Norovirus GII,3.324675,0
India,2009,11,Norovirus GII,6.666667,0
India,2009,12,Norovirus GII,5.277778,0
India,2010,1,Norovirus GII,8.888889,0
India,2010,2,Norovirus GII,3.555556,0
India,2010,3,Norovirus GII,3,0
India,2010,4,Norovirus GII,5.333333,1.2
India,2010,5,Norovirus GII,3.569444,1
India,2010,6,Norovirus GII,4.777778,0
India,2010,7,Norovirus GII,1,0
India,2010,8,Norovirus GII,3.698413,1
India,2010,9,Norovirus GII,0,1
India,2010,10,Norovirus GII,1.888889,0
India,2010,11,Norovirus GII,8,2
India,2010,12,Norovirus GII,0,0
India,2007,12,Adenovirus 40/41,0,0
India,2008,1,Adenovirus 40/41,1.181818,2
India,2008,2,Adenovirus 40/41,1.181818,0
India,2008,3,Adenovirus 40/41,3.4,0
India,2008,4,Adenovirus 40/41,0,0
India,2008,5,Adenovirus 40/41,0,0
India,2008,6,Adenovirus 40/41,2.555556,1.666667
India,2008,7,Adenovirus 40/41,2.472222,0
India,2008,8,Adenovirus 40/41,1.285714,0
India,2008,9,Adenovirus 40/41,1.285714,0
India,2008,10,Adenovirus 40/41,1.375,0
India,2008,11,Adenovirus 40/41,6.8,0
India,2008,12,Adenovirus 40/41,6.063492,0
India,2009,1,Adenovirus 40/41,0,0
India,2009,2,Adenovirus 40/41,2.111111,0
India,2009,3,Adenovirus 40/41,4.936508,2.5
India,2009,4,Adenovirus 40/41,4.857143,1.4
India,2009,5,Adenovirus 40/41,0,0
India,2009,6,Adenovirus 40/41,7.04329,0
India,2009,7,Adenovirus 40/41,1.2,0
India,2009,8,Adenovirus 40/41,0,1.142857
India,2009,9,Adenovirus 40/41,1,0
India,2009,10,Adenovirus 40/41,3.324675,0
India,2009,11,Adenovirus 40/41,2.888889,0
India,2009,12,Adenovirus 40/41,1.333333,0
India,2010,1,Adenovirus 40/41,1.222222,0
India,2010,2,Adenovirus 40/41,0,0
India,2010,3,Adenovirus 40/41,0,1
India,2010,4,Adenovirus 40/41,4.444444,0
India,2010,5,Adenovirus 40/41,2.555556,0
India,2010,6,Adenovirus 40/41,2,0
India,2010,7,Adenovirus 40/41,3.6,0
India,2010,8,Adenovirus 40/41,3.809524,0
India,2010,9,Adenovirus 40/41,0,0
India,2010,10,Adenovirus 40/41,1.888889,0
India,2010,11,Adenovirus 40/41,9.555556,2.5
India,2010,12,Adenovirus 40/41,0,0
Bangladesh,2007,12,all MSD,38.75,9.666667
Bangladesh,2008,1,all MSD,47.11667,10.33333
Bangladesh,2008,2,all MSD,37.04242,8
Bangladesh,2008,3,all MSD,54.07775,18.69231
Bangladesh,2008,4,all MSD,63.63816,30.30769
Bangladesh,2008,5,all MSD,40.375,28
Bangladesh,2008,6,all MSD,58.98214,23.14286
Bangladesh,2008,7,all MSD,36.01786,8.857143
Bangladesh,2008,8,all MSD,27.625,8
Bangladesh,2008,9,all MSD,32.175,2
Bangladesh,2008,10,all MSD,37.2,6
Bangladesh,2008,11,all MSD,32,9
Bangladesh,2008,12,all MSD,30,9
Bangladesh,2009,1,all MSD,30,8
Bangladesh,2009,2,all MSD,39.33333,11.5
Bangladesh,2009,3,all MSD,38.55556,27.5
Bangladesh,2009,4,all MSD,53.61111,20.66667
Bangladesh,2009,5,all MSD,32.5,16.83333
Bangladesh,2009,6,all MSD,39.86111,7.5
Bangladesh,2009,7,all MSD,24.63889,7
Bangladesh,2009,8,all MSD,26.83333,11
Bangladesh,2009,9,all MSD,19.66667,9
Bangladesh,2009,10,all MSD,30,12
Bangladesh,2009,11,all MSD,20.25,5
Bangladesh,2009,12,all MSD,18,9
Bangladesh,2010,1,all MSD,29.75,9
Bangladesh,2010,2,all MSD,14.5,8
Bangladesh,2010,3,all MSD,23.5,6
Bangladesh,2010,4,all MSD,39.8,31
Bangladesh,2010,5,all MSD,41.2,23
Bangladesh,2010,6,all MSD,35.7381,12.14286
Bangladesh,2010,7,all MSD,49.92857,12.19048
Bangladesh,2010,8,all MSD,20.83333,8.666667
Bangladesh,2010,9,all MSD,24.9,4
Bangladesh,2010,10,all MSD,26.55238,11
Bangladesh,2010,11,all MSD,24.04762,3
Bangladesh,2010,12,all MSD,0,1
Bangladesh,2007,12,Aeromonas,1.166667,0
Bangladesh,2008,1,Aeromonas,5.022222,1.75
Bangladesh,2008,2,Aeromonas,5.715152,1
Bangladesh,2008,3,Aeromonas,14.15789,2.201923
Bangladesh,2008,4,Aeromonas,4.601504,7.153846
Bangladesh,2008,5,Aeromonas,8.31746,4.25
Bangladesh,2008,6,Aeromonas,11.96818,5.342857
Bangladesh,2008,7,Aeromonas,4.970238,0
Bangladesh,2008,8,Aeromonas,5.333333,0
